pretreatment_case,unit_id,unit_class,installed_cost_usd,purchase_cost_usd,power_kW,heat_duty_GJph,utility_cost_usd_per_hr,utility_cost_usd_per_day,maintenance_usd_per_day_est,reagent_usd_per_day,known_operating_cost_usd_per_day,design_results_json
press_mill_only,PR,Press,39362714.70859773,39362714.70859773,457.11472174895727,0.0,35.74637124076846,857.912909778443,0.0,0.0,857.912909778443,"{""TS (kg/h)"": 82937.50000000003, ""TS (dry ton/h)"": 91.42294434979145, ""Capacity (dry ton/day)"": 2194.1506643949947, ""Wet throughput (tph)"": 625.0000000000001, ""Number of press trains"": 13, ""Train throughput (tph)"": 48.07692307692309, ""Installed CAPEX ($)"": 39362714.70859773}"
press_mill_only,PC,PressateConcentrator,10016988.401182802,10016988.401182802,315.14120812709945,0.0,24.644042475539177,591.4570194129402,1062.4078607315096,0.0,1653.8648801444497,"{""Feed flow (m3/h)"": 393.9265101588743, ""Design flux (L/m2-h)"": 35.0, ""Operating pressure (bar)"": 5.0, ""Membrane area (m2)"": 11255.043147396407, ""Electricity demand (kW)"": 315.14120812709945, ""Annual maintenance ($/yr)"": 350594.59404139814}"
press_mill_only,ML,Mill,3334632.4313730216,3334632.4313730216,2239.8621365698914,0.0,175.15721907976553,4203.773257914372,0.0,0.0,4203.773257914372,"{""Dry mass (kg/h)"": 81278.75000000006, ""Dry throughput (dry ton/h)"": 89.59448546279566, ""Number of mills"": 9, ""Mill capacity each (dry ton/h)"": 9.954942829199517, ""Purchase cost each ($)"": 205841.50810944577, ""Installed cost total ($)"": 3334632.4313730216}"
press_mill_only,AD,AnaerobicDigester,52629845.193732195,52629845.193732195,592.1737500000002,8.685215000000001,99.70148394663364,2392.8356147192076,4785.242424242425,0.0,7178.078038961632,"{""Slurry flow (m3/hr)"": 197.39125000000007, ""HRT (days)"": 25.0, ""Headspace frac"": 0.25, ""Total digester volume (m3)"": 157913.00000000003, ""Max single digester (m3)"": 5678.117676, ""Number of digesters"": 28, ""Digester volume each (m3)"": 5639.750000000001, ""Mixing power (kW)"": 592.1737500000002, ""Influent T (K)"": 298.15, ""Target T (K)"": 308.15, ""Heating duty (kJ/h)"": 8250954.250000002, ""AD inlet TS (kg/hr)"": 69086.93750000001, ""AD inlet VS (kg/hr)"": 45231.21798125001, ""Biodegradable pool (kg/hr)"": 22933.53226316629, ""Biodegradable destroyed (kg/hr)"": 4586.706452633258, ""Methane production (kg/hr)"": 4523.121798125001, ""Organic loading proxy (kg/m3-h)"": 0.19363854158653845, ""Methane productivity (kg/m3-h)"": 0.038190833333333334, ""CH4 yield (kg/kg VS fed)"": 0.1, ""ADBC CAPEX each ($)"": 1879637.3283475784, ""ADBC CAPEX total ($)"": 52629845.193732195, ""Annual maintenance ($/yr)"": 1579130.0000000002}"
press_mill_only,UP,BiogasUpgrading,25278230.8905676,25278230.8905676,2872.5262375645,0.0,224.63155177754393,5391.157242661055,2681.024488393534,0.0,8072.181731054588,"{""Raw biogas flow (Nm3/h)"": 11490.104950258, ""Electricity demand (kW)"": 2872.5262375645, ""Biomethane CH4 mol%"": 96.20141342756182, ""Methane slip (kmol/h)"": 2.81946895808062, ""Methane recovery actual"": 0.99, ""Annual maintenance ($/yr)"": 884738.0811698661}"
press_mill_only,SP,DigestateScrewPress,1214000.6339999998,1214000.6339999998,129.43213591585848,0.0,10.121593028620135,242.91823268688324,0.0,0.0,242.91823268688324,"{""Throughput_kgph"": 192804.5435473668, ""Throughput_tph"": 192.8045435473668, ""Capacity_tph_each"": 6.0, ""N_screw_presses_parallel"": 33, ""Throughput_m3ph"": 193.18229241172907, ""kWh_per_m3"": 0.67, ""Power_kW"": 129.43213591585848, ""Capex_eur_each"": 30914.199999999997, ""Capex_usd_each"": 36787.897999999994, ""N_parallel"": 33, ""Total_purchase_cost_usd"": 1214000.6339999998}"
