include_feed_dewatering,MESP_$/gal,feed_cake_water_wt,ferm_feed_water_wt,ethanol_kg_hr,beer_water_wt
False,2.571598428947176,0.85,0.887094309075322,8864.208181942457,0.97793773214494
True,3.3355933783847442,0.6,0.788847319577965,8624.692785147245,0.9579437674551158
