vs_destruction,breakeven_$_per_MMBtu,biomethane_Nm3_hr,biomethane_kg_hr,ad_feed_vs_kg_hr,digestate_vs_kg_hr,raw_biogas_ch4_molfrac
0.3,72.5962445378731,1041.7141672264336,745.5687815939345,45231.21798125001,31661.852586874986,0.5000100088591405
0.35,62.710436048447,1215.3331950975057,869.8302451929236,45231.21798125001,29400.291687812496,0.5000100088591405
0.39999999999999997,55.282662825668396,1388.952222968578,994.0917087919127,45231.21798125001,27138.730788749977,0.5000100088591405
0.44999999999999996,49.517431968581946,1562.5712508396505,1118.3531723909018,45231.21798125001,24877.169889687488,0.5000100088591405
0.5,44.90524728291278,1736.1902787107226,1242.6146359898908,45231.21798125001,22615.608990624998,0.5000100088591405
0.5499999999999999,41.121883917758716,1909.8093065817948,1366.87609958888,45231.21798125001,20354.048091562538,0.5000100088591406
0.6,37.97802568393635,2083.428334452867,1491.137563187869,45231.21798125001,18092.48719249999,0.5000100088591405
