ch4_molfrac,breakeven_$_per_MMBtu,biomethane_Nm3_hr,biomethane_kg_hr,ad_feed_vs_kg_hr,digestate_vs_kg_hr,raw_biogas_ch4_molfrac
0.45,45.284770232234,1736.1902787107226,1242.6146359898908,45231.21798125001,22615.608990624998,0.45000990879038427
0.49,44.97495557972689,1736.1902787107226,1242.6146359898908,45231.21798125001,22615.608990624998,0.49001000485960233
0.53,44.71190540306989,1736.1902787107226,1242.6146359898908,45231.21798125001,22615.608990624998,0.5300099728152696
0.5700000000000001,44.485774549452486,1736.1902787107226,1242.6146359898908,45231.21798125001,22615.608990624998,0.5700098126580015
0.61,44.28930020122752,1736.1902787107226,1242.6146359898908,45231.21798125001,22615.608990624998,0.6100095243884136
0.65,44.11700731124562,1736.1902787107226,1242.6146359898908,45231.21798125001,22615.608990624998,0.6500091080071214
