dewatering_moisture,MESP_$/gal
0.55,6.591930554058204
0.5833333333333334,6.5925211202705505
0.6166666666666667,6.593135741095251
0.65,6.593798568023022
0.6833333333333333,6.594534010206291
0.7166666666666667,6.595372150413293
0.75,6.596354598414229
0.7833333333333333,6.59754390308275
0.8166666666666667,6.598180751691032
0.85,6.598180752394088
