alpha,msp_biomethane_mmbtu,msp_biomethane_ch4,msp_oil_usd_per_kg,combined_npv_M,tci_M,voc_M,foc_M,oil_kg_yr,ok,scenario_name,scenario_label,group_label,pretreatment_label
0.0,,,2.7672206171679576,183.57875082861753,281.3692229107516,19.08352004589384,10.718827539457203,11408454.72049541,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.1,54.96365427311574,2.891088214765888,3.1566268567716724,150.21814998243593,287.9003555612495,19.419294514458425,10.967632592809505,10267609.24844587,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.2,26.970975949842796,1.418673334961731,3.485192958250673,126.54199596566959,285.4934426596314,19.754966818848175,10.875940672747863,9126763.776396329,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.3,17.803902982525422,0.9364852968808373,3.9439244882754294,100.56648847492401,284.8807494126786,20.090640347177953,10.852599977625852,7985918.304346777,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.4,12.948185911024904,0.68107457891991,4.461776634077164,79.05592673970978,280.29315427647373,20.426342696296906,10.67783444862757,6845072.832297233,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.5,10.222930204990343,0.537726128782492,5.284033388985038,53.36558494887799,279.14081587017694,20.76199578239435,10.633935842673406,5704227.360247705,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.6,8.256401318514568,0.4342867093538663,6.401359399665226,31.321227838578096,274.7074695566168,21.09797626552169,10.465046459299687,4563381.888198164,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.7,6.917736504179399,0.3638729401198364,8.343167419359728,7.022700301163594,271.96070811576715,21.43396605838771,10.360407928219699,3422536.4161486235,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.8,5.910705922965281,0.3109031315479738,12.220514792979426,-17.45496824189423,269.12579365500227,21.769891198832923,10.252411186857229,2281690.944099082,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
0.9,5.11783993439552,0.26919838054920436,23.807805487768395,-41.92219291535214,265.9757568122826,22.105660550059312,10.132409783325052,1140845.472049541,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
1.0,4.425236254784864,0.23276742700168385,,-64.13643770297955,260.7480606112671,22.43316602474459,9.933259451857792,0.0,True,pe_feed0_bio1,PE | feed $0/kg | biostim $1/kg,"Feed $0/kg
Biostim $1/kg",PE
